recordType,type,id,toId,floor,x,y,capacity,baseVelocity,congestionSensitivity,serviceRate,maxSimultaneousServices,length,width,isEscalator,maxConcurrentOccupancy,scannerCount,checkTimePerPerson,hasBannedItem,windowCount,buyTimePerPerson,hasAutoMachine,gateCount,isBidirectional,exitName,connectedStreet,isOneWay,totalExits,lineName,direction,waitCap,hasScreenDoor,nextTrainIn,stepCount
EDGE,EDGE,TIC_2_4,GIN_2_4,,,,,,,,,50,5,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,TIC_2_4,GIN_2_5,,,,,,,,,50,5,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,TIC_2_5,GIN_2_1,,,,,,,,,50,5,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,TIC_2_5,GIN_2_2,,,,,,,,,50,5,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,TIC_2_5,GIN_2_3,,,,,,,,,50,5,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,TIC_2_5,GIN_2_4,,,,,,,,,50,5,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,TIC_2_5,GIN_2_5,,,,,,,,,50,5,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,STAIR_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,STAIR_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,STAIR_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,STAIR_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,STAIR_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,STAIR_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,STAIR_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,STAIR_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,STAIR_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,STAIR_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,STAIR_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,STAIR_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,STAIR_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,STAIR_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,STAIR_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,PLAT_2_1,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,PLAT_2_2,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,PLAT_2_1,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,PLAT_2_2,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,PLAT_2_1,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,PLAT_2_2,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,PLAT_2_1,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,PLAT_2_2,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,PLAT_2_1,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,PLAT_2_2,,,,,,,,,80,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_1,GOUT_2_1,,,,,,,,,80,80,0,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_1,GOUT_2_2,,,,,,,,,80,80,0,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_1,GOUT_2_3,,,,,,,,,80,80,1,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_1,GOUT_2_4,,,,,,,,,80,80,0,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_1,GOUT_2_5,,,,,,,,,80,80,1,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_2,GOUT_2_1,,,,,,,,,80,80,0,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_2,GOUT_2_2,,,,,,,,,80,80,0,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_2,GOUT_2_3,,,,,,,,,80,80,0,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_2,GOUT_2_4,,,,,,,,,80,80,1,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_2_2,GOUT_2_5,,,,,,,,,80,80,0,40,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_1,EXIT_2_1,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_1,EXIT_2_2,,,,,,,,,10,10,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_1,EXIT_2_3,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_1,EXIT_2_4,,,,,,,,,10,10,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_1,EXIT_2_5,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_2,EXIT_2_1,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_2,EXIT_2_2,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_2,EXIT_2_3,,,,,,,,,10,10,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_2,EXIT_2_4,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_2,EXIT_2_5,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_3,EXIT_2_1,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_3,EXIT_2_2,,,,,,,,,10,10,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_3,EXIT_2_3,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_3,EXIT_2_4,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_3,EXIT_2_5,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_4,EXIT_2_1,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_4,EXIT_2_2,,,,,,,,,10,10,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_4,EXIT_2_3,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_4,EXIT_2_4,,,,,,,,,10,10,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_4,EXIT_2_5,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_5,EXIT_2_1,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_5,EXIT_2_2,,,,,,,,,10,10,1,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_5,EXIT_2_3,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_5,EXIT_2_4,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GOUT_2_5,EXIT_2_5,,,,,,,,,10,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_-1_1,PLAT_1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_-1_1,PLAT_1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_-1_2,PLAT_1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_-1_2,PLAT_1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_-1_3,PLAT_1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_-1_3,PLAT_1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_1,PLAT_-1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_1,PLAT_-1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_2,PLAT_-1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_2,PLAT_-1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_3,PLAT_-1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_3,PLAT_-1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_1,PLAT_2_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_1,PLAT_2_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_2,PLAT_2_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_2,PLAT_2_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_3,PLAT_2_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_1_3,PLAT_2_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_2_1,PLAT_1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_2_1,PLAT_1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_2_2,PLAT_1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_2_2,PLAT_1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_2_3,PLAT_1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIR_2_3,PLAT_1_2,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_1,GOUT_-1_1,,,,,,,,,2000,10,0,15,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_1,GOUT_-1_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_1,GOUT_-1_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_1,GOUT_-1_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_1,GOUT_-1_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_2,GOUT_-1_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_2,GOUT_-1_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_2,GOUT_-1_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_2,GOUT_-1_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_2,GOUT_-1_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_3,GOUT_-1_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_3,GOUT_-1_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_3,GOUT_-1_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_3,GOUT_-1_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_3,GOUT_-1_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_4,GOUT_-1_1,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_4,GOUT_-1_2,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_4,GOUT_-1_3,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_4,GOUT_-1_4,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_4,GOUT_-1_5,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_5,GOUT_-1_1,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_5,GOUT_-1_2,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_5,GOUT_-1_3,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_5,GOUT_-1_4,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_-1_5,GOUT_-1_5,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_1,GOUT_1_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_1,GOUT_1_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_1,GOUT_1_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_1,GOUT_1_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_1,GOUT_1_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_2,GOUT_1_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_2,GOUT_1_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_2,GOUT_1_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_2,GOUT_1_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_2,GOUT_1_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_3,GOUT_1_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_3,GOUT_1_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_3,GOUT_1_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_3,GOUT_1_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_3,GOUT_1_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_4,GOUT_1_1,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_4,GOUT_1_2,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_4,GOUT_1_3,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_4,GOUT_1_4,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_4,GOUT_1_5,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_5,GOUT_1_1,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_5,GOUT_1_2,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_5,GOUT_1_3,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_5,GOUT_1_4,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_1_5,GOUT_1_5,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,GOUT_2_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,GOUT_2_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,GOUT_2_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,GOUT_2_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_1,GOUT_2_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,GOUT_2_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,GOUT_2_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,GOUT_2_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,GOUT_2_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_2,GOUT_2_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,GOUT_2_1,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,GOUT_2_2,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,GOUT_2_3,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,GOUT_2_4,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_3,GOUT_2_5,,,,,,,,,50,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,GOUT_2_1,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,GOUT_2_2,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,GOUT_2_3,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,GOUT_2_4,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_4,GOUT_2_5,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,GOUT_2_1,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,GOUT_2_2,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,GOUT_2_3,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,GOUT_2_4,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,GIN_2_5,GOUT_2_5,,,,,,,,,50,15,0,30,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_-1_1,,-1,100,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_-1_2,,-1,500,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_-1_3,,-1,900,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_1_1,,1,100,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_1_2,,1,500,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_1_3,,1,900,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_2_1,,2,100,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_2_2,,2,500,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
NODE,STAIR,STAIRO_2_3,,2,900,1000,60,1,2.2,1,1,,,,,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_1,GOUT_-1_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_2,GOUT_-1_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_3,GOUT_-1_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_1,GOUT_-1_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_2,GOUT_-1_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_3,GOUT_-1_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_1,GOUT_-1_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_2,GOUT_-1_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_3,GOUT_-1_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_1,GOUT_-1_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_2,GOUT_-1_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_3,GOUT_-1_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_1,GOUT_-1_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_2,GOUT_-1_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_-1_3,GOUT_-1_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_1,GOUT_1_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_2,GOUT_1_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_3,GOUT_1_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_1,GOUT_1_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_2,GOUT_1_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_3,GOUT_1_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_1,GOUT_1_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_2,GOUT_1_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_3,GOUT_1_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_1,GOUT_1_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_2,GOUT_1_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_3,GOUT_1_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_1,GOUT_1_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_2,GOUT_1_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_1_3,GOUT_1_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_1,GOUT_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_2,GOUT_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_3,GOUT_2_1,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_1,GOUT_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_2,GOUT_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_3,GOUT_2_2,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_1,GOUT_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_2,GOUT_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_3,GOUT_2_3,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_1,GOUT_2_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_2,GOUT_2_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_3,GOUT_2_4,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_1,GOUT_2_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_2,GOUT_2_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,STAIRO_2_3,GOUT_2_5,,,,,,,,,30,20,0,30,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_1_1,STAIRO_-1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
EDGE,EDGE,PLAT_1_2,STAIRO_-1_1,,,,,,,,,100,30,0,100,,,,,,,,,,,,,,,,,,
